customer_id,first_name,last_name,email,phone,loyalty_join_date,loyalty_points,membership_status
135,Customer135,Last135,customer135@example.com,917-555-0135,2025-01-01,4174,Active
136,Customer136,Last136,customer136@example.com,917-555-0136,2025-01-01,4042,Active
137,Customer137,Last137,customer137@example.com,917-555-0137,2025-01-01,744,Active
138,Customer138,Last138,customer138@example.com,917-555-0138,2025-01-01,385,Active
139,Customer139,Last139,customer139@example.com,917-555-0139,2025-01-01,898,Active
140,Customer140,Last140,customer140@example.com,917-555-0140,2025-01-01,1252,Active
141,Customer141,Last141,customer141@example.com,917-555-0141,2025-01-01,5140,Active
142,Customer142,Last142,customer142@example.com,917-555-0142,2025-01-01,1310,Active
143,Customer143,Last143,customer143@example.com,917-555-0143,2025-01-01,5574,Active
144,Customer144,Last144,customer144@example.com,917-555-0144,2025-01-01,3458,Active
145,Customer145,Last145,customer145@example.com,917-555-0145,2025-01-01,4885,Active
146,Customer146,Last146,customer146@example.com,917-555-0146,2025-01-01,520,Active
147,Customer147,Last147,customer147@example.com,917-555-0147,2025-01-01,3152,Active
148,Customer148,Last148,customer148@example.com,917-555-0148,2025-01-01,3126,Active
149,Customer149,Last149,customer149@example.com,917-555-0149,2025-01-01,4881,Active
150,Customer150,Last150,customer150@example.com,917-555-0150,2025-01-01,3834,Active
151,Customer151,Last151,customer151@example.com,917-555-0151,2025-01-01,4334,Active
152,Customer152,Last152,customer152@example.com,917-555-0152,2025-01-01,2059,Active
153,Customer153,Last153,customer153@example.com,917-555-0153,2025-01-01,4532,Active
154,Customer154,Last154,customer154@example.com,917-555-0154,2025-01-01,94,Active
155,Customer155,Last155,customer155@example.com,917-555-0155,2025-01-01,5572,Active
156,Customer156,Last156,customer156@example.com,917-555-0156,2025-01-01,5904,Active
157,Customer157,Last157,customer157@example.com,917-555-0157,2025-01-01,938,Active
158,Customer158,Last158,customer158@example.com,917-555-0158,2025-01-01,5584,Active
159,Customer159,Last159,customer159@example.com,917-555-0159,2025-01-01,4398,Active
160,Customer160,Last160,customer160@example.com,917-555-0160,2025-01-01,2185,Active
161,Customer161,Last161,customer161@example.com,917-555-0161,2025-01-01,5250,Active
162,Customer162,Last162,customer162@example.com,917-555-0162,2025-01-01,2786,Active
163,Customer163,Last163,customer163@example.com,917-555-0163,2025-01-01,913,Active
164,Customer164,Last164,customer164@example.com,917-555-0164,2025-01-01,2404,Active
165,Customer165,Last165,customer165@example.com,917-555-0165,2025-01-01,3561,Active
166,Customer166,Last166,customer166@example.com,917-555-0166,2025-01-01,1295,Active
167,Customer167,Last167,customer167@example.com,917-555-0167,2025-01-01,3716,Active
168,Customer168,Last168,customer168@example.com,917-555-0168,2025-01-01,26,Active
169,Customer169,Last169,customer169@example.com,917-555-0169,2025-01-01,5915,Active
170,Customer170,Last170,customer170@example.com,917-555-0170,2025-01-01,5895,Active
171,Customer171,Last171,customer171@example.com,917-555-0171,2025-01-01,2157,Active
172,Customer172,Last172,customer172@example.com,917-555-0172,2025-01-01,4100,Active
173,Customer173,Last173,customer173@example.com,917-555-0173,2025-01-01,1463,Active
174,Customer174,Last174,customer174@example.com,917-555-0174,2025-01-01,4158,Active
175,Customer175,Last175,customer175@example.com,917-555-0175,2025-01-01,871,Active
176,Customer176,Last176,customer176@example.com,917-555-0176,2025-01-01,5122,Active
177,Customer177,Last177,customer177@example.com,917-555-0177,2025-01-01,2444,Active
178,Customer178,Last178,customer178@example.com,917-555-0178,2025-01-01,5234,Active
179,Customer179,Last179,customer179@example.com,917-555-0179,2025-01-01,4158,Active
180,Customer180,Last180,customer180@example.com,917-555-0180,2025-01-01,4988,Active
181,Customer181,Last181,customer181@example.com,917-555-0181,2025-01-01,1629,Active
182,Customer182,Last182,customer182@example.com,917-555-0182,2025-01-01,1252,Active
183,Customer183,Last183,customer183@example.com,917-555-0183,2025-01-01,3063,Active
184,Customer184,Last184,customer184@example.com,917-555-0184,2025-01-01,1323,Active
185,Customer185,Last185,customer185@example.com,917-555-0185,2025-01-01,4418,Active
186,Customer186,Last186,customer186@example.com,917-555-0186,2025-01-01,4344,Active
187,Customer187,Last187,customer187@example.com,917-555-0187,2025-01-01,4,Active
188,Customer188,Last188,customer188@example.com,917-555-0188,2025-01-01,4906,Active
189,Customer189,Last189,customer189@example.com,917-555-0189,2025-01-01,2655,Active
190,Customer190,Last190,customer190@example.com,917-555-0190,2025-01-01,4002,Active
191,Customer191,Last191,customer191@example.com,917-555-0191,2025-01-01,159,Active
192,Customer192,Last192,customer192@example.com,917-555-0192,2025-01-01,916,Active
193,Customer193,Last193,customer193@example.com,917-555-0193,2025-01-01,2973,Active
194,Customer194,Last194,customer194@example.com,917-555-0194,2025-01-01,2519,Active
195,Customer195,Last195,customer195@example.com,917-555-0195,2025-01-01,1961,Active
196,Customer196,Last196,customer196@example.com,917-555-0196,2025-01-01,474,Active
197,Customer197,Last197,customer197@example.com,917-555-0197,2025-01-01,1973,Active
198,Customer198,Last198,customer198@example.com,917-555-0198,2025-01-01,4647,Active
199,Customer199,Last199,customer199@example.com,917-555-0199,2025-01-01,645,Active
200,Customer200,Last200,customer200@example.com,917-555-0200,2025-01-01,701,Active
201,Customer201,Last201,customer201@example.com,917-555-0201,2025-01-01,5995,Active
202,Customer202,Last202,customer202@example.com,917-555-0202,2025-01-01,3981,Active
203,Customer203,Last203,customer203@example.com,917-555-0203,2025-01-01,566,Active
204,Customer204,Last204,customer204@example.com,917-555-0204,2025-01-01,4363,Active
205,Customer205,Last205,customer205@example.com,917-555-0205,2025-01-01,1030,Active
206,Customer206,Last206,customer206@example.com,917-555-0206,2025-01-01,1051,Active
207,Customer207,Last207,customer207@example.com,917-555-0207,2025-01-01,5404,Active
208,Customer208,Last208,customer208@example.com,917-555-0208,2025-01-01,3893,Active
209,Customer209,Last209,customer209@example.com,917-555-0209,2025-01-01,4503,Active
210,Customer210,Last210,customer210@example.com,917-555-0210,2025-01-01,1352,Active
211,Customer211,Last211,customer211@example.com,917-555-0211,2025-01-01,2171,Active
212,Customer212,Last212,customer212@example.com,917-555-0212,2025-01-01,4322,Active
213,Customer213,Last213,customer213@example.com,917-555-0213,2025-01-01,4969,Active
214,Customer214,Last214,customer214@example.com,917-555-0214,2025-01-01,3466,Active
215,Customer215,Last215,customer215@example.com,917-555-0215,2025-01-01,1735,Active
216,Customer216,Last216,customer216@example.com,917-555-0216,2025-01-01,4417,Active
217,Customer217,Last217,customer217@example.com,917-555-0217,2025-01-01,5979,Active
218,Customer218,Last218,customer218@example.com,917-555-0218,2025-01-01,5651,Active
219,Customer219,Last219,customer219@example.com,917-555-0219,2025-01-01,1647,Active
220,Customer220,Last220,customer220@example.com,917-555-0220,2025-01-01,5840,Active
221,Customer221,Last221,customer221@example.com,917-555-0221,2025-01-01,2553,Active
222,Customer222,Last222,customer222@example.com,917-555-0222,2025-01-01,3268,Active
223,Customer223,Last223,customer223@example.com,917-555-0223,2025-01-01,5502,Active
224,Customer224,Last224,customer224@example.com,917-555-0224,2025-01-01,5323,Active
225,Customer225,Last225,customer225@example.com,917-555-0225,2025-01-01,3059,Active
226,Customer226,Last226,customer226@example.com,917-555-0226,2025-01-01,3588,Active
227,Customer227,Last227,customer227@example.com,917-555-0227,2025-01-01,4239,Active
228,Customer228,Last228,customer228@example.com,917-555-0228,2025-01-01,3698,Active
229,Customer229,Last229,customer229@example.com,917-555-0229,2025-01-01,991,Active
230,Customer230,Last230,customer230@example.com,917-555-0230,2025-01-01,2030,Active
231,Customer231,Last231,customer231@example.com,917-555-0231,2025-01-01,1840,Active
232,Customer232,Last232,customer232@example.com,917-555-0232,2025-01-01,524,Active
233,Customer233,Last233,customer233@example.com,917-555-0233,2025-01-01,2769,Active
234,Customer234,Last234,customer234@example.com,917-555-0234,2025-01-01,172,Active
235,Customer235,Last235,customer235@example.com,917-555-0235,2025-01-01,4819,Active
236,Customer236,Last236,customer236@example.com,917-555-0236,2025-01-01,4537,Active
237,Customer237,Last237,customer237@example.com,917-555-0237,2025-01-01,1885,Active
238,Customer238,Last238,customer238@example.com,917-555-0238,2025-01-01,4820,Active
239,Customer239,Last239,customer239@example.com,917-555-0239,2025-01-01,1804,Active
240,Customer240,Last240,customer240@example.com,917-555-0240,2025-01-01,58,Active
241,Customer241,Last241,customer241@example.com,917-555-0241,2025-01-01,581,Active
242,Customer242,Last242,customer242@example.com,917-555-0242,2025-01-01,5798,Active
243,Customer243,Last243,customer243@example.com,917-555-0243,2025-01-01,5169,Active
244,Customer244,Last244,customer244@example.com,917-555-0244,2025-01-01,482,Active
245,Customer245,Last245,customer245@example.com,917-555-0245,2025-01-01,1875,Active
246,Customer246,Last246,customer246@example.com,917-555-0246,2025-01-01,552,Active
247,Customer247,Last247,customer247@example.com,917-555-0247,2025-01-01,257,Active
248,Customer248,Last248,customer248@example.com,917-555-0248,2025-01-01,2706,Active
249,Customer249,Last249,customer249@example.com,917-555-0249,2025-01-01,580,Active
250,Customer250,Last250,customer250@example.com,917-555-0250,2025-01-01,4211,Active
251,Customer251,Last251,customer251@example.com,917-555-0251,2025-01-01,1949,Active
252,Customer252,Last252,customer252@example.com,917-555-0252,2025-01-01,2281,Active
253,Customer253,Last253,customer253@example.com,917-555-0253,2025-01-01,5480,Active
254,Customer254,Last254,customer254@example.com,917-555-0254,2025-01-01,3976,Active
255,Customer255,Last255,customer255@example.com,917-555-0255,2025-01-01,1755,Active
256,Customer256,Last256,customer256@example.com,917-555-0256,2025-01-01,4417,Active
257,Customer257,Last257,customer257@example.com,917-555-0257,2025-01-01,1083,Active
258,Customer258,Last258,customer258@example.com,917-555-0258,2025-01-01,5925,Active
259,Customer259,Last259,customer259@example.com,917-555-0259,2025-01-01,4677,Active
260,Customer260,Last260,customer260@example.com,917-555-0260,2025-01-01,4720,Active
261,Customer261,Last261,customer261@example.com,917-555-0261,2025-01-01,3872,Active
262,Customer262,Last262,customer262@example.com,917-555-0262,2025-01-01,1990,Active
263,Customer263,Last263,customer263@example.com,917-555-0263,2025-01-01,3874,Active
264,Customer264,Last264,customer264@example.com,917-555-0264,2025-01-01,3334,Active
265,Customer265,Last265,customer265@example.com,917-555-0265,2025-01-01,1559,Active
266,Customer266,Last266,customer266@example.com,917-555-0266,2025-01-01,772,Active
267,Customer267,Last267,customer267@example.com,917-555-0267,2025-01-01,794,Active
268,Customer268,Last268,customer268@example.com,917-555-0268,2025-01-01,5398,Active
269,Customer269,Last269,customer269@example.com,917-555-0269,2025-01-01,3531,Active
270,Customer270,Last270,customer270@example.com,917-555-0270,2025-01-01,2902,Active
271,Customer271,Last271,customer271@example.com,917-555-0271,2025-01-01,3469,Active
272,Customer272,Last272,customer272@example.com,917-555-0272,2025-01-01,3367,Active
273,Customer273,Last273,customer273@example.com,917-555-0273,2025-01-01,3825,Active
274,Customer274,Last274,customer274@example.com,917-555-0274,2025-01-01,5972,Active
275,Customer275,Last275,customer275@example.com,917-555-0275,2025-01-01,443,Active
276,Customer276,Last276,customer276@example.com,917-555-0276,2025-01-01,5516,Active
277,Customer277,Last277,customer277@example.com,917-555-0277,2025-01-01,5353,Active
278,Customer278,Last278,customer278@example.com,917-555-0278,2025-01-01,5293,Active
279,Customer279,Last279,customer279@example.com,917-555-0279,2025-01-01,806,Active
280,Customer280,Last280,customer280@example.com,917-555-0280,2025-01-01,496,Active
281,Customer281,Last281,customer281@example.com,917-555-0281,2025-01-01,3298,Active
282,Customer282,Last282,customer282@example.com,917-555-0282,2025-01-01,5965,Active
283,Customer283,Last283,customer283@example.com,917-555-0283,2025-01-01,2779,Active
284,Customer284,Last284,customer284@example.com,917-555-0284,2025-01-01,895,Active
285,Customer285,Last285,customer285@example.com,917-555-0285,2025-01-01,2036,Active
286,Customer286,Last286,customer286@example.com,917-555-0286,2025-01-01,1569,Active
287,Customer287,Last287,customer287@example.com,917-555-0287,2025-01-01,1558,Active
288,Customer288,Last288,customer288@example.com,917-555-0288,2025-01-01,4393,Active
289,Customer289,Last289,customer289@example.com,917-555-0289,2025-01-01,3675,Active
290,Customer290,Last290,customer290@example.com,917-555-0290,2025-01-01,1148,Active
291,Customer291,Last291,customer291@example.com,917-555-0291,2025-01-01,3456,Active
292,Customer292,Last292,customer292@example.com,917-555-0292,2025-01-01,1503,Active
293,Customer293,Last293,customer293@example.com,917-555-0293,2025-01-01,2281,Active
294,Customer294,Last294,customer294@example.com,917-555-0294,2025-01-01,3789,Active
295,Customer295,Last295,customer295@example.com,917-555-0295,2025-01-01,2046,Active
296,Customer296,Last296,customer296@example.com,917-555-0296,2025-01-01,617,Active
297,Customer297,Last297,customer297@example.com,917-555-0297,2025-01-01,3630,Active
298,Customer298,Last298,customer298@example.com,917-555-0298,2025-01-01,4508,Active
299,Customer299,Last299,customer299@example.com,917-555-0299,2025-01-01,802,Active
300,Customer300,Last300,customer300@example.com,917-555-0300,2025-01-01,414,Active
301,Customer301,Last301,customer301@example.com,917-555-0301,2025-01-01,5342,Active
302,Customer302,Last302,customer302@example.com,917-555-0302,2025-01-01,4428,Active
303,Customer303,Last303,customer303@example.com,917-555-0303,2025-01-01,120,Active
304,Customer304,Last304,customer304@example.com,917-555-0304,2025-01-01,764,Active
305,Customer305,Last305,customer305@example.com,917-555-0305,2025-01-01,1936,Active
306,Customer306,Last306,customer306@example.com,917-555-0306,2025-01-01,1362,Active
307,Customer307,Last307,customer307@example.com,917-555-0307,2025-01-01,3329,Active
308,Customer308,Last308,customer308@example.com,917-555-0308,2025-01-01,3978,Active
309,Customer309,Last309,customer309@example.com,917-555-0309,2025-01-01,3943,Active
310,Customer310,Last310,customer310@example.com,917-555-0310,2025-01-01,1751,Active
311,Customer311,Last311,customer311@example.com,917-555-0311,2025-01-01,3285,Active
312,Customer312,Last312,customer312@example.com,917-555-0312,2025-01-01,480,Active
313,Customer313,Last313,customer313@example.com,917-555-0313,2025-01-01,1348,Active
314,Customer314,Last314,customer314@example.com,917-555-0314,2025-01-01,3104,Active
315,Customer315,Last315,customer315@example.com,917-555-0315,2025-01-01,17,Active
316,Customer316,Last316,customer316@example.com,917-555-0316,2025-01-01,3198,Active
317,Customer317,Last317,customer317@example.com,917-555-0317,2025-01-01,2172,Active
318,Customer318,Last318,customer318@example.com,917-555-0318,2025-01-01,3727,Active
319,Customer319,Last319,customer319@example.com,917-555-0319,2025-01-01,2336,Active
320,Customer320,Last320,customer320@example.com,917-555-0320,2025-01-01,3465,Active
321,Customer321,Last321,customer321@example.com,917-555-0321,2025-01-01,5706,Active
322,Customer322,Last322,customer322@example.com,917-555-0322,2025-01-01,5984,Active
323,Customer323,Last323,customer323@example.com,917-555-0323,2025-01-01,4552,Active
324,Customer324,Last324,customer324@example.com,917-555-0324,2025-01-01,5422,Active
325,Customer325,Last325,customer325@example.com,917-555-0325,2025-01-01,5885,Active
326,Customer326,Last326,customer326@example.com,917-555-0326,2025-01-01,3986,Active
327,Customer327,Last327,customer327@example.com,917-555-0327,2025-01-01,1268,Active
328,Customer328,Last328,customer328@example.com,917-555-0328,2025-01-01,1555,Active
329,Customer329,Last329,customer329@example.com,917-555-0329,2025-01-01,2430,Active
330,Customer330,Last330,customer330@example.com,917-555-0330,2025-01-01,1783,Active
331,Customer331,Last331,customer331@example.com,917-555-0331,2025-01-01,479,Active
332,Customer332,Last332,customer332@example.com,917-555-0332,2025-01-01,4744,Active
333,Customer333,Last333,customer333@example.com,917-555-0333,2025-01-01,4441,Active
334,Customer334,Last334,customer334@example.com,917-555-0334,2025-01-01,499,Active
335,Customer335,Last335,customer335@example.com,917-555-0335,2025-01-01,2569,Active
336,Customer336,Last336,customer336@example.com,917-555-0336,2025-01-01,468,Active
337,Customer337,Last337,customer337@example.com,917-555-0337,2025-01-01,410,Active
338,Customer338,Last338,customer338@example.com,917-555-0338,2025-01-01,4785,Active
339,Customer339,Last339,customer339@example.com,917-555-0339,2025-01-01,3905,Active
340,Customer340,Last340,customer340@example.com,917-555-0340,2025-01-01,4119,Active
341,Customer341,Last341,customer341@example.com,917-555-0341,2025-01-01,4350,Active
342,Customer342,Last342,customer342@example.com,917-555-0342,2025-01-01,1289,Active
343,Customer343,Last343,customer343@example.com,917-555-0343,2025-01-01,465,Active
344,Customer344,Last344,customer344@example.com,917-555-0344,2025-01-01,4160,Active
345,Customer345,Last345,customer345@example.com,917-555-0345,2025-01-01,656,Active
346,Customer346,Last346,customer346@example.com,917-555-0346,2025-01-01,1522,Active
347,Customer347,Last347,customer347@example.com,917-555-0347,2025-01-01,561,Active
348,Customer348,Last348,customer348@example.com,917-555-0348,2025-01-01,4874,Active
349,Customer349,Last349,customer349@example.com,917-555-0349,2025-01-01,556,Active
350,Customer350,Last350,customer350@example.com,917-555-0350,2025-01-01,5531,Active
351,Customer351,Last351,customer351@example.com,917-555-0351,2025-01-01,1926,Active
352,Customer352,Last352,customer352@example.com,917-555-0352,2025-01-01,3307,Active
353,Customer353,Last353,customer353@example.com,917-555-0353,2025-01-01,982,Active
354,Customer354,Last354,customer354@example.com,917-555-0354,2025-01-01,4666,Active
355,Customer355,Last355,customer355@example.com,917-555-0355,2025-01-01,2016,Active
356,Customer356,Last356,customer356@example.com,917-555-0356,2025-01-01,4742,Active
357,Customer357,Last357,customer357@example.com,917-555-0357,2025-01-01,4870,Active
358,Customer358,Last358,customer358@example.com,917-555-0358,2025-01-01,325,Active
